date,store_id,region,category,product,quantity,unit_price,revenue,cost,profit,margin_pct,year,month
2024-07-01,S10,Самара,Бытовая техника,Пылесос,2.0,3252.58,25757.28,17969.64,7787.639999999999,30.2,2024,7
2025-08-20,S04,Санкт-Петербург,Бытовая техника,Чайник,2.0,3196.62,6393.24,4384.31,2008.9299999999994,31.4,2025,8
2024-09-19,S05,Санкт-Петербург,Канцтовары,Степлер,1.0,503.66,503.66,252.23,251.43000000000004,49.9,2024,9
2023-04-14,S04,Санкт-Петербург,Продукты,Мёд 500г,3.0,555.22,1665.66,1264.89,400.77,24.1,2023,4
2023-05-12,S02,Москва,Канцтовары,Набор ручек,4.0,339.17,1356.68,752.89,603.7900000000001,44.5,2023,5
2025-04-18,S06,Казань,Продукты,Чай 100п,1.0,3252.58,488.55,338.18,150.37,30.8,2025,4
2023-07-29,S02,Москва,Канцтовары,Степлер,1.0,489.34,489.34,219.39,269.95,55.2,2023,7
2024-11-14,S06,Казань,Канцтовары,Степлер,3.0,435.07,1305.21,644.8,660.4100000000001,50.6,2024,11
2023-07-11,S01,Москва,Продукты,Мёд 500г,2.0,634.62,1269.24,910.77,358.47,28.2,2023,7
2024-08-03,S05,Санкт-Петербург,Бытовая техника,Блендер,2.0,5182.13,10364.26,6957.03,3407.2300000000005,32.9,2024,8
2023-05-16,S10,Самара,Продукты,Чай 100п,1.0,440.96,440.96,302.65,138.31,31.4,2023,5
2025-05-08,S09,Ростов-на-Дону,Одежда,Джинсы,1.0,4722.78,4722.78,2722.38,2000.3999999999996,42.4,2025,5
2025-07-30,S04,Санкт-Петербург,Продукты,Шоколад,2.0,259.32,518.64,358.25,160.39,30.9,2025,7
2024-09-19,S06,Казань,Продукты,Шоколад,16.0,228.85,3661.6,2612.74,1048.8600000000001,28.6,2024,9
2023-03-15,S01,Москва,Электроника,Колонка,2.0,5446.9,10893.8,8947.19,1946.6099999999988,17.9,2023,3
2025-11-02,S10,Самара,Бытовая техника,Пылесос,1.0,12978.33,4829.82,9857.18,-5027.360000000001,-104.1,2025,11
2025-01-31,S10,Самара,Электроника,Наушники,3.0,3458.45,10375.35,8194.76,2180.59,21.0,2025,1
2024-01-14,S04,Санкт-Петербург,Канцтовары,Степлер,4.0,422.8,1691.2,978.96,712.24,42.1,2024,1
2025-10-11,S01,Москва,Электроника,Колонка,5.0,5107.81,25539.05,19419.7,6119.3499999999985,24.0,2025,10
2024-04-20,S10,Самара,Электроника,Смартфон,1.0,27206.14,27206.14,22220.7,4985.439999999999,18.3,2024,4
2023-01-25,S09,Ростов-на-Дону,Продукты,Кофе 1кг,3.0,811.33,2433.99,1602.32,831.6699999999998,34.2,2023,1
2025-03-24,S09,Ростов-на-Дону,Продукты,Кофе 1кг,1.0,822.66,822.66,527.22,295.43999999999994,35.9,2025,3
2023-04-29,S01,Москва,Бытовая техника,Пылесос,2.0,13371.39,26742.78,20523.61,6219.169999999998,23.3,2023,4
2025-05-20,S02,Москва,Канцтовары,Ежедневник,1.0,774.82,774.82,460.17,314.65000000000003,40.6,2025,5
2023-01-19,S01,Москва,Продукты,Кофе 1кг,1.0,926.47,926.47,595.34,331.13,35.7,2023,1
2024-03-07,S08,Новосибирск,Канцтовары,Набор ручек,1.0,347.68,347.68,201.25,146.43,42.1,2024,3
2024-07-12,S05,Санкт-Петербург,Бытовая техника,Утюг,1.0,5060.97,5060.97,3471.52,1589.4500000000003,31.4,2024,7
2024-11-25,S04,Санкт-Петербург,Электроника,Наушники,2.0,3449.0,6898.0,5139.92,1758.08,25.5,2024,11
2024-05-05,S07,Екатеринбург,Электроника,Колонка,2.0,6176.6,12353.2,9588.1,2765.1000000000004,22.4,2024,5
2024-01-31,S10,Самара,Электроника,Смартфон,1.0,28537.63,28537.63,22581.21,5956.420000000002,20.9,2024,1
2023-03-18,S01,Москва,Электроника,Наушники,1.0,3609.93,3609.93,2835.93,774.0,21.4,2023,3
2023-03-18,S02,Москва,Продукты,Шоколад,1.0,264.1,264.1,196.5,67.60000000000002,25.6,2023,3
2024-07-05,S09,Ростов-на-Дону,Одежда,Куртка,4.0,8545.03,34180.12,18243.79,15936.330000000002,46.6,2024,7
2025-01-16,S08,Новосибирск,Бытовая техника,Пылесос,5.0,13247.57,66237.85,45126.56,21111.290000000008,31.9,2025,1
2023-07-14,S10,Самара,Электроника,Смартфон,3.0,22734.79,68204.37,52970.77,15233.599999999999,22.3,2023,7
2024-02-09,S07,Екатеринбург,Канцтовары,Набор ручек,1.0,364.6,364.6,174.25,190.35000000000002,52.2,2024,2
2025-12-02,S01,Москва,Канцтовары,Ежедневник,1.0,714.68,714.68,342.63,372.04999999999995,52.1,2025,12
2024-07-06,S02,Москва,Бытовая техника,Пылесос,1.0,13376.78,13376.78,10149.72,3227.0600000000013,24.1,2024,7
2025-04-06,S08,Новосибирск,Бытовая техника,Блендер,1.0,5013.12,5013.12,3765.66,1247.46,24.9,2025,4
2025-11-09,S08,Новосибирск,Электроника,Смартфон,6.0,27029.35,162176.1,121324.09,40852.01000000001,25.2,2025,11
2023-12-25,S09,Ростов-на-Дону,Продукты,Чай 100п,3.0,456.81,1370.43,1037.82,332.6100000000001,24.3,2023,12
2023-12-26,S10,Самара,Продукты,Кофе 1кг,2.0,816.17,1632.34,1137.58,494.76,30.3,2023,12
2024-11-21,S04,Санкт-Петербург,Бытовая техника,Блендер,10.0,4620.74,46207.4,31764.51,14442.890000000003,31.3,2024,11
2024-04-18,S04,Санкт-Петербург,Одежда,Футболка,12.0,1694.59,20335.08,12662.16,7672.920000000002,37.7,2024,4
2024-06-20,S07,Екатеринбург,Одежда,Куртка,2.0,9696.29,19392.58,8978.58,10414.000000000002,53.7,2024,6
2025-11-28,S09,Ростов-на-Дону,Электроника,Планшет,2.0,16601.42,33202.84,26677.72,6525.119999999995,19.7,2025,11
2024-06-03,S07,Екатеринбург,Одежда,Кроссовки,1.0,6620.96,6620.96,4206.66,2414.3,36.5,2024,6
2025-11-08,S02,Москва,Электроника,Колонка,3.0,5450.59,16351.77,12830.56,3521.210000000001,21.5,2025,11
2024-07-08,S05,Санкт-Петербург,Бытовая техника,Чайник,4.0,3659.36,14637.44,11319.97,3317.470000000001,22.7,2024,7
2024-03-09,S09,Ростов-на-Дону,Канцтовары,Калькулятор,6.0,1116.53,6699.18,3260.74,3438.4400000000005,51.3,2024,3
2025-04-15,S09,Ростов-на-Дону,Одежда,Куртка,7.0,8865.28,62056.96,38348.31,23708.65,38.2,2025,4
2025-05-21,S07,Екатеринбург,Одежда,Джинсы,2.0,4237.79,8475.58,4524.79,3950.79,46.6,2025,5
2025-12-16,S10,Самара,Одежда,Футболка,2.0,1843.52,3687.04,2038.99,1648.05,44.7,2025,12
2025-05-11,S02,Москва,Канцтовары,Степлер,1.0,471.87,471.87,258.97,212.89999999999998,45.1,2025,5
2024-03-11,S08,Новосибирск,Одежда,Кроссовки,6.0,6615.97,39695.82,23321.94,16373.880000000001,41.2,2024,3
2024-05-14,S10,Самара,Одежда,Футболка,1.0,1631.79,1631.79,800.06,831.73,51.0,2024,5
2023-03-26,S07,Екатеринбург,Бытовая техника,Блендер,1.0,5005.82,5005.82,3776.94,1228.8799999999997,24.5,2023,3
2025-08-15,S09,Ростов-на-Дону,Бытовая техника,Пылесос,1.0,13082.05,13082.05,9607.17,3474.879999999999,26.6,2025,8
2023-10-20,S08,Новосибирск,Продукты,Шоколад,4.0,254.61,1018.44,703.06,315.3800000000001,31.0,2023,10
2023-11-05,S07,Екатеринбург,Продукты,Мёд 500г,4.0,623.3,2493.2,1826.48,666.7199999999998,26.7,2023,11
2024-02-17,S01,Москва,Бытовая техника,Пылесос,1.0,3252.58,12488.49,9278.3,3210.1900000000005,25.7,2024,2
2025-11-11,S04,Санкт-Петербург,Электроника,Наушники,7.0,3353.16,4829.82,17614.76,-12784.939999999999,-264.7,2025,11
2025-08-02,S06,Казань,Одежда,Кроссовки,3.0,5977.66,17932.98,11170.75,6762.23,37.7,2025,8
2024-09-28,S09,Ростов-на-Дону,Одежда,Футболка,6.0,1640.83,9844.98,4715.86,5129.12,52.1,2024,9
2023-06-19,S04,Санкт-Петербург,Электроника,Наушники,1.0,3196.68,3196.68,2444.24,752.44,23.5,2023,6
2025-07-21,S07,Екатеринбург,Электроника,Планшет,1.0,20249.52,20249.52,16486.86,3762.66,18.6,2025,7
2025-12-29,S02,Москва,Продукты,Мёд 500г,10.0,644.08,6440.8,4530.11,1910.6900000000005,29.7,2025,12
2023-12-21,S05,Санкт-Петербург,Бытовая техника,Пылесос,8.0,12703.32,101626.56,73994.14,27632.42,27.2,2023,12
2025-06-02,S07,Екатеринбург,Канцтовары,Степлер,4.0,414.48,1657.92,756.37,901.5500000000001,54.4,2025,6
2024-06-16,S09,Ростов-на-Дону,Продукты,Шоколад,2.0,236.9,473.8,360.07,113.73000000000002,24.0,2024,6
2023-08-26,S09,Ростов-на-Дону,Бытовая техника,Чайник,2.0,3059.81,6119.62,4318.2,1801.42,29.4,2023,8
2025-02-13,S03,Москва,Канцтовары,Ежедневник,1.0,651.88,651.88,283.93,367.95,56.4,2025,2
2023-06-03,S02,Москва,Продукты,Мёд 500г,3.0,610.87,1832.61,1297.41,535.1999999999998,29.2,2023,6
2024-05-04,S01,Москва,Одежда,Джинсы,1.0,4638.32,4638.32,2235.51,2402.8099999999995,51.8,2024,5
2024-05-14,S07,Екатеринбург,Одежда,Кроссовки,1.0,7211.31,4829.82,4507.6,322.21999999999935,6.7,2024,5
2023-04-06,S02,Москва,Электроника,Смартфон,2.0,22533.21,90132.84,68139.77,21993.069999999992,24.4,2023,4
2024-04-11,S07,Екатеринбург,Канцтовары,Степлер,6.0,433.08,2598.48,1136.5,1461.98,56.3,2024,4
2023-11-07,S08,Новосибирск,Одежда,Джинсы,2.0,4255.16,8510.32,5396.58,3113.74,36.6,2023,11
2024-08-23,S10,Самара,Электроника,Колонка,1.0,6308.05,6308.05,4752.39,1555.6599999999999,24.7,2024,8
2023-05-10,S07,Екатеринбург,Электроника,Планшет,1.0,17604.67,17604.67,13177.05,4427.619999999999,25.2,2023,5
2025-01-04,S09,Ростов-на-Дону,Одежда,Кроссовки,1.0,6489.53,6489.53,3368.67,3120.8599999999997,48.1,2025,1
2024-12-25,S01,Москва,Канцтовары,Набор ручек,1.0,335.65,335.65,188.94,146.70999999999998,43.7,2024,12
2024-07-17,S05,Санкт-Петербург,Бытовая техника,Утюг,1.0,5158.47,5158.47,3936.86,1221.6100000000001,23.7,2024,7
2025-04-19,S07,Екатеринбург,Канцтовары,Набор ручек,9.0,344.82,3103.38,1429.61,1673.7700000000002,53.9,2025,4
2025-09-25,S05,Санкт-Петербург,Бытовая техника,Блендер,1.0,5451.06,5451.06,4176.06,1275.0,23.4,2025,9
2024-04-23,S10,Самара,Одежда,Футболка,4.0,1931.24,4829.82,4716.83,112.98999999999978,2.3,2024,4
2024-02-22,S01,Москва,Продукты,Шоколад,1.0,253.28,253.28,187.13,66.15,26.1,2024,2
2025-12-17,S02,Москва,Электроника,Смартфон,15.0,27866.25,4829.82,321314.08,-316484.26,-6552.7,2025,12
2024-05-20,S09,Ростов-на-Дону,Одежда,Кроссовки,6.0,5935.59,35613.54,21387.6,14225.940000000002,39.9,2024,5
2023-10-21,S01,Москва,Электроника,Наушники,1.0,3580.16,3580.16,2903.44,676.7199999999998,18.9,2023,10
2024-07-29,S03,Москва,Бытовая техника,Пылесос,1.0,13545.76,13545.76,9914.25,3631.51,26.8,2024,7
2024-07-14,S05,Санкт-Петербург,Одежда,Кроссовки,1.0,5861.12,5861.12,3027.75,2833.37,48.3,2024,7
2025-09-18,S04,Санкт-Петербург,Продукты,Чай 100п,2.0,468.38,936.76,614.77,321.99,34.4,2025,9
2024-04-25,S05,Санкт-Петербург,Бытовая техника,Блендер,1.0,5532.82,5532.82,4124.64,1408.1799999999994,25.5,2024,4
2023-04-22,S02,Москва,Одежда,Куртка,3.0,8318.59,24955.77,12179.0,12776.77,51.2,2023,4
2024-12-31,S04,Санкт-Петербург,Одежда,Футболка,1.0,2026.53,2026.53,1265.59,760.94,37.5,2024,12
2024-08-08,S02,Москва,Бытовая техника,Блендер,4.0,5026.67,20106.68,13865.29,6241.389999999999,31.0,2024,8
2023-03-10,S04,Санкт-Петербург,Бытовая техника,Блендер,2.0,4539.48,9078.96,6298.53,2780.4299999999994,30.6,2023,3
2023-03-13,S02,Москва,Бытовая техника,Чайник,1.0,3431.38,3431.38,2347.19,1084.19,31.6,2023,3
2023-06-30,S09,Ростов-на-Дону,Электроника,Смартфон,1.0,25103.54,25103.54,20564.62,4538.920000000002,18.1,2023,6
2024-05-25,S08,Новосибирск,Канцтовары,Ежедневник,1.0,707.13,707.13,305.71,401.42,56.8,2024,5
2025-06-27,S10,Самара,Продукты,Кофе 1кг,4.0,907.48,3629.92,2436.63,1193.29,32.9,2025,6
2023-03-04,S02,Москва,Электроника,Планшет,2.0,16205.92,81029.6,61669.99,19359.610000000008,23.9,2023,3
2024-08-18,S05,Санкт-Петербург,Электроника,Планшет,1.0,3252.58,17887.95,14237.45,3650.5,20.4,2024,8
2024-10-25,S06,Казань,Электроника,Колонка,10.0,5449.99,4829.82,40292.03,-35462.21,-734.2,2024,10
2024-05-18,S05,Санкт-Петербург,Продукты,Кофе 1кг,3.0,978.32,2934.96,2025.34,909.6200000000001,31.0,2024,5
2023-05-10,S06,Казань,Продукты,Кофе 1кг,2.0,828.63,1657.26,1210.72,446.53999999999996,26.9,2023,5
2025-03-06,S01,Москва,Канцтовары,Набор ручек,4.0,318.06,1272.24,658.68,613.5600000000001,48.2,2025,3
2023-05-20,S10,Самара,Канцтовары,Степлер,1.0,426.63,426.63,172.79,253.84,59.5,2023,5
2025-12-13,S06,Казань,Одежда,Кроссовки,1.0,6906.73,6906.73,3933.65,2973.0799999999995,43.0,2025,12
2024-04-03,S07,Екатеринбург,Бытовая техника,Пылесос,3.0,11112.33,33336.99,23709.96,9627.029999999999,28.9,2024,4
2024-04-08,S03,Москва,Бытовая техника,Блендер,1.0,5346.96,5346.96,3842.57,1504.3899999999999,28.1,2024,4
2025-11-21,S01,Москва,Продукты,Чай 100п,5.0,428.99,2144.95,1577.72,567.2299999999998,26.4,2025,11
2025-05-26,S06,Казань,Продукты,Шоколад,4.0,269.73,1078.92,728.82,350.1,32.4,2025,5
2024-05-30,S03,Москва,Канцтовары,Степлер,3.0,430.36,1291.08,761.01,530.0699999999999,41.1,2024,5
2023-08-25,S07,Екатеринбург,Продукты,Чай 100п,9.0,505.57,4550.13,3432.84,1117.29,24.6,2023,8
2023-02-27,S03,Москва,Бытовая техника,Блендер,1.0,4923.74,4923.74,3516.33,1407.4099999999999,28.6,2023,2
2025-02-27,S10,Самара,Бытовая техника,Утюг,6.0,4098.39,24590.34,17213.73,7376.610000000001,30.0,2025,2
2023-07-08,S02,Москва,Продукты,Чай 100п,1.0,459.17,459.17,332.29,126.88,27.6,2023,7
2023-04-10,S05,Санкт-Петербург,Продукты,Мёд 500г,2.0,544.08,1088.16,799.38,288.7800000000001,26.5,2023,4
2023-12-06,S01,Москва,Бытовая техника,Блендер,1.0,4538.94,4538.94,3505.1,1033.8399999999997,22.8,2023,12
2025-02-05,S06,Казань,Электроника,Смартфон,3.0,27895.65,4829.82,63646.77,-58816.95,-1217.8,2025,2
2024-11-10,S01,Москва,Канцтовары,Ежедневник,1.0,689.65,689.65,365.69,323.96,47.0,2024,11
2025-05-08,S09,Ростов-на-Дону,Канцтовары,Калькулятор,5.0,1302.39,6511.95,2646.63,3865.3199999999997,59.4,2025,5
2023-10-06,S03,Москва,Одежда,Кроссовки,13.0,6430.02,83590.26,49547.04,34043.219999999994,40.7,2023,10
2025-03-22,S04,Санкт-Петербург,Продукты,Чай 100п,1.0,462.37,462.37,309.78,152.59000000000003,33.0,2025,3
2025-01-19,S06,Казань,Канцтовары,Степлер,3.0,460.11,1380.33,624.0,756.3299999999999,54.8,2025,1
2025-11-29,S06,Казань,Одежда,Куртка,1.0,8979.38,8979.38,5405.7,3573.6799999999994,39.8,2025,11
2023-05-02,S07,Екатеринбург,Электроника,Колонка,1.0,6213.52,6213.52,4707.09,1506.4300000000003,24.2,2023,5
2025-03-12,S02,Москва,Бытовая техника,Пылесос,2.0,11697.39,23394.78,16002.29,7392.489999999998,31.6,2025,3
2025-02-16,S08,Новосибирск,Бытовая техника,Пылесос,4.0,12957.05,51828.2,37354.1,14474.099999999999,27.9,2025,2
2025-12-06,S06,Казань,Электроника,Наушники,1.0,3886.92,3886.92,3178.02,708.9000000000001,18.2,2025,12
2023-06-11,S10,Самара,Бытовая техника,Пылесос,1.0,12981.82,12981.82,9244.49,3737.33,28.8,2023,6
2023-03-19,S07,Екатеринбург,Одежда,Кроссовки,1.0,6781.17,6781.17,3855.47,2925.7000000000003,43.1,2023,3
2025-04-29,S05,Санкт-Петербург,Продукты,Чай 100п,3.0,418.66,1255.98,926.85,329.13,26.2,2025,4
2025-03-10,S10,Самара,Одежда,Футболка,2.0,1781.49,3562.98,2035.01,1527.97,42.9,2025,3
2023-11-04,S09,Ростов-на-Дону,Электроника,Планшет,7.0,17181.93,120273.51,96462.86,23810.649999999994,19.8,2023,11
2024-08-21,S05,Санкт-Петербург,Бытовая техника,Блендер,1.0,4939.38,4939.38,3678.99,1260.3900000000003,25.5,2024,8
2025-01-12,S03,Москва,Продукты,Шоколад,2.0,253.84,507.68,352.71,154.97000000000003,30.5,2025,1
2024-02-10,S06,Казань,Продукты,Мёд 500г,1.0,581.89,581.89,436.82,145.07,24.9,2024,2
2023-12-31,S03,Москва,Продукты,Чай 100п,2.0,407.07,814.14,536.67,277.47,34.1,2023,12
2023-08-14,S01,Москва,Продукты,Шоколад,1.0,236.62,236.62,165.38,71.24000000000001,30.1,2023,8
2023-01-19,S01,Москва,Канцтовары,Ежедневник,1.0,654.45,654.45,337.1,317.35,48.5,2023,1
2023-02-01,S07,Екатеринбург,Бытовая техника,Блендер,1.0,5616.68,5616.68,4093.91,1522.7700000000004,27.1,2023,2
2024-05-07,S03,Москва,Электроника,Смартфон,1.0,23965.16,23965.16,19683.8,4281.360000000001,17.9,2024,5
2024-01-14,S08,Новосибирск,Электроника,Колонка,2.0,3252.58,11012.66,8227.74,2784.92,25.3,2024,1
2023-11-04,S02,Москва,Продукты,Мёд 500г,1.0,650.4,650.4,452.22,198.17999999999995,30.5,2023,11
2024-11-02,S08,Новосибирск,Бытовая техника,Чайник,13.0,3104.32,40356.16,30491.36,9864.800000000003,24.4,2024,11
2024-03-08,S07,Екатеринбург,Канцтовары,Степлер,8.0,437.63,3501.04,1826.27,1674.77,47.8,2024,3
2024-12-07,S07,Екатеринбург,Бытовая техника,Блендер,2.0,5280.19,10560.38,7541.91,3018.4699999999993,28.6,2024,12
2024-11-20,S08,Новосибирск,Электроника,Колонка,7.0,5488.14,38416.98,30843.46,7573.520000000004,19.7,2024,11
2024-07-07,S01,Москва,Электроника,Колонка,1.0,6031.99,6031.99,4605.09,1426.8999999999996,23.7,2024,7
2025-07-05,S02,Москва,Бытовая техника,Чайник,1.0,3066.04,3066.04,2112.52,953.52,31.1,2025,7
2024-07-25,S01,Москва,Канцтовары,Калькулятор,3.0,1368.96,4106.88,2398.61,1708.27,41.6,2024,7
2023-01-11,S05,Санкт-Петербург,Электроника,Колонка,1.0,5633.65,5633.65,4547.02,1086.6299999999992,19.3,2023,1
2025-09-09,S03,Москва,Электроника,Смартфон,1.0,27904.46,4829.82,21396.39,-16566.57,-343.0,2025,9
2023-08-24,S02,Москва,Одежда,Футболка,2.0,1928.66,3857.32,2327.13,1530.19,39.7,2023,8
2023-04-26,S01,Москва,Электроника,Смартфон,1.0,24365.22,4829.82,19408.19,-14578.369999999999,-301.8,2023,4
2023-03-31,S04,Санкт-Петербург,Одежда,Кроссовки,3.0,6904.05,20712.15,10038.86,10673.29,51.5,2023,3
2025-09-09,S04,Санкт-Петербург,Бытовая техника,Блендер,1.0,5260.95,5260.95,3803.32,1457.6299999999997,27.7,2025,9
2025-04-06,S01,Москва,Одежда,Футболка,2.0,1733.78,3467.56,1743.52,1724.04,49.7,2025,4
2024-03-01,S03,Москва,Продукты,Шоколад,1.0,3252.58,259.99,192.38,67.61000000000001,26.0,2024,3
2023-05-23,S02,Москва,Канцтовары,Ежедневник,10.0,702.76,7027.6,3183.51,3844.09,54.7,2023,5
2025-02-26,S10,Самара,Одежда,Кроссовки,9.0,5939.73,53457.57,32975.63,20481.940000000002,38.3,2025,2
2024-08-21,S03,Москва,Канцтовары,Степлер,1.0,492.17,492.17,245.65,246.52,50.1,2024,8
2024-04-16,S03,Москва,Одежда,Кроссовки,1.0,6163.41,6163.41,3354.13,2809.2799999999997,45.6,2024,4
2025-10-26,S06,Казань,Бытовая техника,Чайник,6.0,3127.94,18767.64,13117.16,5650.48,30.1,2025,10
2025-04-23,S06,Казань,Продукты,Шоколад,1.0,265.04,265.04,177.29,87.75000000000003,33.1,2025,4
2024-02-07,S06,Казань,Канцтовары,Калькулятор,4.0,1212.04,4848.16,2317.72,2530.44,52.2,2024,2
2023-12-05,S08,Новосибирск,Канцтовары,Набор ручек,1.0,392.03,392.03,164.05,227.97999999999996,58.2,2023,12
2023-10-01,S03,Москва,Бытовая техника,Пылесос,1.0,12734.5,12734.5,8864.75,3869.75,30.4,2023,10
2025-10-03,S07,Екатеринбург,Одежда,Футболка,1.0,2002.71,2002.71,1270.61,732.1000000000001,36.6,2025,10
2025-10-18,S08,Новосибирск,Электроника,Колонка,1.0,5423.24,5423.24,4433.58,989.6599999999999,18.2,2025,10
2023-01-05,S04,Санкт-Петербург,Бытовая техника,Чайник,1.0,3238.14,3238.14,2165.38,1072.7599999999998,33.1,2023,1
2023-08-05,S05,Санкт-Петербург,Одежда,Кроссовки,1.0,7137.74,7137.74,4521.85,2615.8899999999994,36.6,2023,8
2023-05-17,S03,Москва,Бытовая техника,Пылесос,1.0,12816.18,12816.18,9782.23,3033.9500000000007,23.7,2023,5
2023-09-24,S06,Казань,Канцтовары,Калькулятор,1.0,1340.99,1340.99,592.58,748.41,55.8,2023,9
2024-09-16,S01,Москва,Одежда,Футболка,2.0,1958.45,3916.9,2280.6,1636.3000000000002,41.8,2024,9
2024-01-25,S06,Казань,Бытовая техника,Блендер,2.0,5502.11,11004.22,8018.36,2985.8599999999997,27.1,2024,1
2024-05-11,S04,Санкт-Петербург,Бытовая техника,Пылесос,1.0,12520.1,12520.1,8578.09,3942.01,31.5,2024,5
2025-12-13,S08,Новосибирск,Одежда,Кроссовки,8.0,6037.78,48302.24,26544.79,21757.449999999997,45.0,2025,12
2025-02-24,S09,Ростов-на-Дону,Электроника,Смартфон,9.0,24302.53,218722.77,172730.97,45991.79999999999,21.0,2025,2
2024-03-26,S06,Казань,Электроника,Колонка,1.0,5462.14,5462.14,4344.79,1117.3500000000004,20.5,2024,3
2025-02-03,S09,Ростов-на-Дону,Продукты,Чай 100п,1.0,458.33,458.33,300.53,157.8,34.4,2025,2
2023-05-13,S07,Екатеринбург,Канцтовары,Калькулятор,1.0,1356.7,1356.7,605.98,750.72,55.3,2023,5
2025-02-12,S01,Москва,Бытовая техника,Блендер,5.0,5165.44,25827.2,19052.35,6774.850000000002,26.2,2025,2
2024-12-03,S04,Санкт-Петербург,Канцтовары,Калькулятор,1.0,1312.6,1312.6,657.17,655.43,49.9,2024,12
2024-04-22,S09,Ростов-на-Дону,Канцтовары,Ежедневник,4.0,787.91,3151.64,1634.23,1517.4099999999999,48.1,2024,4
2023-12-21,S01,Москва,Электроника,Наушники,2.0,3158.6,6317.2,5022.27,1294.9299999999994,20.5,2023,12
2024-01-28,S07,Екатеринбург,Электроника,Планшет,2.0,20180.57,20180.57,15502.78,4677.789999999999,23.2,2024,1
2024-08-07,S07,Екатеринбург,Одежда,Кроссовки,6.0,6476.52,38859.12,19540.38,19318.74,49.7,2024,8
2024-02-27,S01,Москва,Продукты,Мёд 500г,3.0,656.4,1969.2,1446.35,522.8500000000001,26.6,2024,2
2024-04-15,S08,Новосибирск,Канцтовары,Степлер,2.0,470.02,940.04,533.87,406.16999999999996,43.2,2024,4
2025-12-27,S06,Казань,Канцтовары,Ежедневник,1.0,708.04,708.04,321.89,386.15,54.5,2025,12
2025-12-17,S02,Москва,Электроника,Смартфон,1.0,25915.48,25915.48,19628.78,6286.700000000001,24.3,2025,12
2023-07-24,S05,Санкт-Петербург,Электроника,Колонка,2.0,5667.58,4829.82,9106.45,-4276.630000000001,-88.5,2023,7
2023-02-01,S06,Казань,Продукты,Чай 100п,2.0,507.41,1014.82,700.65,314.1700000000001,31.0,2023,2
2023-07-21,S02,Москва,Продукты,Шоколад,1.0,262.42,262.42,195.07,67.35000000000002,25.7,2023,7
2025-12-17,S09,Ростов-на-Дону,Одежда,Джинсы,2.0,4705.56,9411.12,4802.87,4608.250000000001,49.0,2025,12
